"low10-1.cel","low10-2.cel","high10-1.cel","high10-2.cel","low48-1.cel","low48-2.cel","high48-1.cel","high48-2.cel"
"1033_g_at",3.19113380604418,3.17314888804697,2.75320892799849,2.57481351184648,1.64761373844423,1.58763751966015,1.37805686336841,1.47772387912913
"1034_at",0.632564648610384,0.545986537990033,0.951874526415542,0.78500799330508,0.101519287227032,0.105611785994507,0.139014119850477,0.124132558916812
"1035_g_at",0.6785243145112,0.673730569832244,1.24245113770802,1.01156349791084,0.115280318598522,0.132095348753111,0.184780679983344,0.171199843508656
"1036_at",1.89166074803165,2.27465609222814,2.12255987494288,1.30671482456006,1.21221182906547,0.896710542640446,1.5455310161727,1.39025375528587
"1037_at",1.43373652399769,1.36819335365467,1.85254201067834,1.57309712560332,1.46295380741051,1.44109210457588,1.41881050428388,1.25222192791066
"1038_s_at",0.463307007426148,0.472485929190766,0.557350114098088,0.64158324216073,0.215365962108826,0.252513462063783,0.252422843451774,0.312028588028409
"1039_s_at",0.556440857483799,0.647523092026546,0.501185444238978,0.487807877721558,0.314253874426324,0.354745801645597,0.188881938741969,0.237606677861666
"103_at",2.3286624620194,2.01091461783781,2.16408430064295,2.22836510393299,1.24241507176724,1.66247928504972,1.10048924672423,1.4915645558476
"1040_s_at",1.86263355552915,1.81107178301437,1.63651461173967,1.68917705782287,0.50718445759213,0.937720907074715,0.39894214164761,0.618720695483357
"1041_at",1.90337261597438,2.11998533434605,2.34597955928071,1.90592062926668,1.22140447404354,0.879829756797396,1.45981570070397,1.17288975783315
"1042_at",1.51754444337181,1.30421252825082,1.69250305872052,1.62908390963591,1.03323004729578,0.89011877685747,1.57993307903731,1.21863509319787
"1043_s_at",2.66465841214887,2.52002770670827,2.54585479417989,2.86143416139894,1.10670863400568,1.62354587477899,1.19468322120465,0.938645425304068
"1044_s_at",0.449261998001392,0.420966302164056,0.559110357751491,0.499889514649573,0.148420047139097,0.233392443529793,0.150699642661,0.220242338534557
"1045_s_at",0.646832493485331,0.592232466975743,0.544891275283431,0.507563175883577,0.255725646923903,0.52376894775906,0.545365137230888,0.269965803460248
"1046_at",0.37628594755363,0.357225564793605,0.465191826498981,0.507573286628212,0.186644126602538,0.268802878098948,0.211411485681065,0.498004017622245
"1047_s_at",2.05864295060171,1.72778846137544,1.77834462385156,1.65215389287121,0.572306339861059,0.541987401373097,0.409382050586189,0.577029124615658
"1048_at",1.44029531110156,1.10851009161439,1.54397444425201,1.04476987895136,1.00469748502366,0.983047401804935,0.390543204839278,0.76882248196013
"1049_g_at",3.84052300050988,3.39219157913375,3.79348611918838,3.0087047281737,1.62614104727789,1.40426888477617,1.41678952230693,1.22040634074774
"104_at",2.57741643734294,1.06021989458848,0.995652801071241,1.22143948999733,0.520202225566112,0.324284353545504,0.394883951487685,0.331407640800622
"1050_at",2.02331296623085,2.13796754032143,2.23510053884343,2.32226392581071,0.866048215349859,1.83487272891493,1.40670103700856,1.56706736324961
"1051_g_at",2.00108607656125,1.93855712757328,2.49927823112934,2.1604828049314,1.54842898813251,1.163483031144,1.69677372437348,1.4139427274838
"1052_s_at",0.459411990889385,0.399241729724573,0.565087470108436,0.588690543675867,0.142309855675093,0.166882227441673,0.171224695876829,0.215909562592469
"1053_at",1.33855945505011,1.12721235453951,0.365884562709282,0.418790725260587,0.78314661941473,1.25336878380985,0.159187150971909,0.26907106550537
"1054_at",2.25259023908458,2.1505781697682,1.0365358054377,1.12104548360491,0.578395976677263,0.811457927050361,0.225914213169298,0.274839961665908
"1055_g_at",2.95266571690795,1.98939936796781,0.469224906247169,0.507838614420289,0.846776446751297,1.55828546733503,0.121267163781638,0.194708735442706
"1056_s_at",2.44383788451196,2.93436833546403,3.22102887845452,2.12712785277268,0.909182160641022,0.789072532104304,1.0582639408574,0.974234785943082
"1057_at",0.295335132162802,0.276034775397125,0.392640286999247,0.383826073261334,0.0994318877292337,0.119659238129882,0.0929803591439483,0.1193224831925
"1058_at",1.43982147022068,2.14879955894529,1.36182752791136,1.76563987474254,1.22251671702756,1.44309322592935,0.873687071693554,1.42128946029836
"1059_at",1.74259304375243,1.49539187781146,1.59789351102858,1.62420383725541,0.579950321301236,1.53996645915222,1.59732807082233,1.27246326797732
"105_at",2.1578415897977,2.63901827648242,2.1356031660796,1.8941151966836,1.22334696862958,1.01337581174731,1.16976832489443,0.896350919198751
"1060_g_at",2.39606427358013,2.25026491252655,2.7950907670996,1.72538854830825,1.77122327160157,0.980884683450571,1.67141398562491,1.05624414698379
"1061_at",2.54243445868557,2.59564805901623,2.76586228715062,2.18441700712987,1.5567428955564,1.73984945620195,1.32879863772436,1.05434254833424
"1062_g_at",2.69633133342321,2.89588761391209,2.57906738778411,2.39668664504404,1.9244118654883,1.50937270411288,1.78049497700589,1.99426410340015
"1063_s_at",2.34721736199362,2.89706249013138,3.05464829039295,2.32210786468239,2.09451230878487,1.88049909527886,1.4030238278587,1.86453040980413
"1064_at",0.498210476134809,0.506982681715859,0.446608415749978,0.42672794022344,0.321646915716403,0.551396061444896,0.191434059687311,0.268910188027067
"1065_at",2.25148119205692,1.78284965606892,1.54649358677553,1.48010466818478,1.39037794096222,0.766508271504613,1.02586890485624,0.619248686969832
"1066_at",2.3383943600181,2.2979156814866,2.60702382032807,2.12204073914927,1.25699753385043,1.2807269635625,0.949460371994134,1.01295845137288
"1067_at",1.71137087312979,1.71728872777084,2.16065630555843,1.55650728973687,1.01096410163861,0.630216752875945,1.22565168222831,0.553494306896974
"1068_g_at",3.39650512657691,3.63788763522834,3.43751387838359,3.12621703633232,2.13636008275265,2.26458185800772,1.61155278032333,2.32450759578516
"1069_at",1.39739540338537,2.12321755850898,1.96524632208282,1.43359803709955,1.80797593087239,1.21565055722493,1.53895183218802,1.53175297002915
"106_at",3.24574194374278,3.09651227779149,3.21595872220992,2.93388674341881,1.87456286051687,1.89246093463497,2.24047412489283,1.97588926604681
"1070_at",1.18643392813195,1.25460715308314,1.25438926192398,1.07812427007954,0.429234968603294,0.494050117389627,0.274324789018381,0.678049673694916
"1071_at",2.38689348659546,1.85309159699447,2.44374640097213,2.81200913691715,0.508886568492904,1.01073558659678,0.495509134756394,0.867771251432503
"1072_g_at",1.08415607465264,1.10722362936419,1.33937324140561,1.14577826004783,0.422311235401137,0.408885381976702,0.278590371200496,0.355672671258925
"1073_at",0.495592381220657,0.494873488453027,0.429408506098751,0.392136544563237,0.176270932769319,0.216522138229301,0.118320038212945,0.149259020650837
"1074_at",0.353722888747691,0.371162169050007,0.339503800224661,0.328524693291453,0.165356903160741,0.192684265349897,0.134371010969119,0.161114351349541
"1075_f_at",1.7477227900451,1.88643671942829,2.39118072965653,1.55440874778927,0.550052754715394,0.782768933184454,0.910819662625906,0.467083892850289
"1076_at",0.515999549783685,0.47201457903605,0.796367266731536,0.709847826966206,0.468168988077237,0.796432092350579,0.296104450137288,0.228843493142597
"1077_at",2.60265607775349,2.93838360098959,2.85052561871664,2.32930239677806,1.72999299439298,1.18184975322242,0.693556139294976,1.56183434845902
"1078_at",0.811226430830823,0.798493326217413,0.867816394805367,0.522451550299155,0.344177963100233,0.50055742333825,0.354712802465391,0.669602248820576
"1079_g_at",0.928043049518753,0.751857244339001,0.920536743533947,0.714807218363287,0.336563131657299,0.545457491188009,0.297900251561643,0.372660550074716
"107_at",2.62590261409575,2.71985839171019,2.80462226203778,2.68003497379515,1.20941211035319,1.8737046569334,1.53577061204624,1.88710790802418
"1080_s_at",3.74742280871373,3.82038942462484,3.74281712041438,3.07767006810688,2.63158419700636,2.58970151208682,1.75946095931557,2.51723626979178
"1081_at",0.272455305801793,0.248706104346031,0.266532959893217,0.239832497823835,0.113012509661563,0.116474993086863,0.0872175069444221,0.104052451066359
"1082_at",1.40173313177614,1.32702582603431,0.935073723902469,1.0750330383666,0.405237585189588,0.763963209179179,0.344174947536101,0.302956768657099
"1083_s_at",2.40421635060286,1.97489021773022,2.25116696742363,2.1334785424651,0.407044807066288,0.532645990430312,0.565840855178353,0.910970281677458
"1084_at",3.16108802648774,3.02687784601748,3.15227053837916,2.62526351955844,1.37458405720433,1.68859407678121,1.48418881831219,1.1035698904409
"1085_s_at",0.818789795656248,0.70027021450319,0.764147291293985,0.643814167939003,0.277626069143058,0.280775964032099,0.211766627647605,0.227759619516443
"1086_at",4.06299111398181,3.8979175853071,4.30786630838214,3.51048720724547,2.02742285070819,2.41572979989087,2.33653670833458,2.42415053849076
"1087_at",1.10792712610217,0.953732303246706,2.99004239940132,2.41406285187695,0.154462082810952,0.209267403660191,0.48766094207132,0.970759542029988
"1088_at",2.15124766396255,2.05787829885802,1.89803946824695,1.51443079133657,0.683732056986187,1.42729073932605,1.34407657915429,1.09870050118861
"1089_i_at",1.95304328772497,1.67752490936966,1.80445685152409,1.20534178075862,1.34116937468836,1.20372602323493,1.22389220829896,1.3714702494789
"108_g_at",3.03819377464303,2.63484401219394,2.63985188778049,2.36732200621521,0.910016246318,1.48169387508136,1.04519403387902,1.28468726999753
"1090_f_at",2.47864854042437,1.81653072732912,1.75071180491192,1.8763106162184,1.2418828166418,0.790620007475014,1.06685432130099,1.44049133928996
"1091_at",0.896683268108185,0.913536711113928,0.942455749561545,0.921277069739954,0.28998967440538,0.427192462348485,0.182140729261302,0.288450617796134
"1092_at",3.08605260863138,2.31869355593994,2.85080996872197,2.65687018085409,1.54197736524082,1.36797086182204,1.46695231509732,1.57592667415543
"1093_at",1.75174438487901,1.41421534778321,1.15299962513545,0.929328550275168,1.0218660161975,1.33057466203172,1.11181803711929,0.604591137918656
"1094_g_at",2.52107617334022,1.81508365259988,1.55312831964376,1.28710282579351,1.87264059800847,1.64156861473435,1.7341514776516,1.68049688270638
"1095_s_at",2.01035369624199,1.85271060353736,1.59075935222936,1.217740738842,1.07839123511275,2.12107751265664,1.54018838970141,1.22251278478927
"1096_g_at",2.42498345741513,1.89659028263651,2.35253170918681,1.81255232533386,0.95117504819725,0.861163541166951,0.966072802032063,0.859281858819354
"1097_s_at",1.22379265595183,1.06428630052521,1.36149158999133,0.922925522895715,0.664242168162066,0.441107099193614,0.514553479727882,0.405994679686281
"1098_at",2.18055667641188,2.13322863547492,2.45432765045403,1.46701985328434,0.936439416049288,1.62163222168679,1.70219407757351,1.59660942310247
"1099_s_at",4.30993360229864,4.0663519959167,3.95898040007926,3.47628687571598,2.92548577497764,3.41638363888658,2.60229581289986,2.74387365025614
"109_at",0.748616950499309,0.731308024270388,0.557200583401196,0.52297599008856,0.408928372189125,0.469451792943946,0.156413389844666,0.21279400011148
"1100_at",0.871202273135833,0.898331299640732,0.579137817726865,0.485164549642859,0.241689532823318,0.254871236512479,0.124017291626614,0.16104076426577
"1101_at",2.96448162319752,2.96277884194046,2.83477066564724,2.1286301327035,1.43381231321416,0.668645911534283,1.04248459614742,0.553453044217186
"1102_s_at",0.758893338141012,0.830395006645541,1.16162698128852,1.28369778561166,0.312891731803199,0.279527002002427,0.360299644055958,0.373608051895734
"1103_at",4.78311632960076,4.5121221626003,4.33029511852669,3.89289415309486,2.15349245209705,1.67916323067816,0.984210857286918,1.74069994658912
"1104_s_at",0.403237930697227,0.403071816127881,0.48031160884819,0.424043854310994,0.108028298849319,0.122062793277412,0.098676323196506,0.127333015591572
"1105_s_at",1.15084163768696,1.09478996663236,0.865688334687175,0.840868493301298,0.363426366972736,0.347390739334329,0.366845822163921,0.268685440097353
"1106_s_at",1.78347653811489,1.71595338891169,2.07792303833652,2.04806723858703,1.05428987415608,0.932493307669635,0.778516929666144,0.894273049061968
"1107_s_at",0.234834580387133,0.200310309560189,0.239476324061396,0.246409302769198,0.0823484478134806,0.088794149529065,0.0904619199988558,0.110288176072268
"1108_s_at",2.6645238027912,2.9919442145821,3.26218902260272,2.30293248512939,1.38027963309094,2.03281385879954,0.988136690525888,1.77464898506845
"1109_s_at",2.08966075302663,1.85184058868798,3.06671336085513,2.35942636595161,1.04775050514028,1.0487748847678,1.15956904312401,1.69909226576437
"110_at",2.86001539717157,2.36748563280826,2.94044591642629,2.31329722565665,0.912822924982131,0.866130603996378,0.73690486451289,0.993395037216583
"1110_at",1.33853506610516,1.36271967528568,1.44810326556257,1.50938039269182,0.85091246671902,0.501626491938668,0.333723213801991,0.349917875406526
"1111_at",3.18858447500577,3.14489724759366,3.51600105352433,2.37652567195196,1.47892395211675,1.6655117556932,1.14445659103378,1.25389467682446
"1112_g_at",1.82155693372073,1.64603305450985,2.1978969078206,1.7565456672312,0.5054990850647,0.423459318734556,0.426742031477905,0.436934512460707
"1113_at",3.06375713646294,3.11775086653115,2.99166881173494,3.00820427256597,1.9006466304512,1.69139721290366,1.67572682770657,1.74695159967875
"1114_at",1.31652011575269,1.09177817581894,1.56830165423633,1.75847700765635,0.43428282356333,0.55921187906806,0.531048333475675,0.695624912327895
"1115_at",3.08867334185591,2.9962135804286,3.03459788073886,2.70661831361049,1.51597315903993,1.97890353894534,1.75574066308734,2.05241454937827
"1116_at",0.810688347835342,0.818295731291671,0.746141557907936,0.855887898166139,0.233412761263933,0.26560975871781,0.219081437008097,0.266402805340205
"1117_at",2.03682492576431,2.04428382609759,2.05612175909783,1.54715157440893,0.39070651873832,0.474487754654583,0.380288014925455,0.44984905260034
"1118_at",1.66315720388133,1.95406862592845,2.00670023777585,1.55173269668825,1.46660589189848,0.941194240681396,0.501292477666568,0.943681673535226
"1119_at",0.557545076110777,0.562326233486892,0.391486412564655,0.315947063576077,0.213394057550312,0.28735247052628,0.134800567899369,0.167196151044669
"111_at",0.727918372063172,0.64805510165651,0.883145992709052,0.820812776055907,0.214093692934134,0.283393902885135,0.303876457164165,0.287467930261806
"1120_at",0.397684819051403,0.356482906628971,0.377699390117106,0.37441647289632,0.175812733653505,0.191262432049681,0.143838143517142,0.16944961652503
"1121_g_at",0.62489006333207,0.617423287562606,0.781942067924641,0.744271122395597,0.233415884201443,0.261693651539487,0.234242491823327,0.318345978498886
"1122_f_at",0.839329522963895,0.832140071820854,0.868485477916521,0.732296309864005,0.299378107751506,0.235786387123342,0.249579488783039,0.244275287139413
"1123_at",2.15423387220883,2.6011751694405,2.93846199436971,2.78918223385456,1.97387359671877,1.86831242180937,1.64590493003242,1.92526311013044
"1124_at",0.773080231825433,0.677296135253942,0.752577326241311,0.95375961193542,0.227038550076758,0.430701722480028,0.293042596037705,0.348646540777109
"1125_s_at",1.28084155421569,1.4295234792458,0.489817605257865,0.448608731517789,0.353859967200776,0.768376068466092,0.26684053394651,0.278536491180402
"1126_s_at",2.08186996088886,1.99647421059186,0.510666484245833,0.510610439059911,0.542520057737565,2.04053477092096,0.276664425103708,0.289099421009644
"1127_at",1.83451679616634,1.55168283973222,1.78002091583884,1.42553412895222,0.447508385337216,0.547070823279481,0.382354219044947,0.55028976622464
"1128_s_at",2.64262366247597,2.31766134349572,2.85806848853127,1.85850633463558,1.54966954928677,0.93480472153516,1.48777156149068,1.04780111477798
"1129_at",3.7985498109093,3.5703826766404,3.90349542734902,3.11208996018276,2.36383599485055,2.63372949982729,1.92227171568937,2.38940002836093
"112_g_at",0.993234566652327,0.84090925192384,2.44222806246607,1.06253045169746,0.439783930920917,0.393502948553649,0.352880004623682,0.3869500282366
"1130_at",0.657256884482662,0.620927176530425,0.623906549405974,0.497348641565759,0.269208805185116,0.272041265102339,0.176564232472267,0.221197523984703
"1131_at",0.619668699485703,0.596177106485856,0.637866714409938,0.571717074416132,0.199962196486651,0.220402827226736,0.140471931988127,0.184797634585921
"1132_s_at",1.73372668946878,1.75281019150755,2.92477647445584,2.28066054494821,0.482490625075458,0.685271201363228,1.09801569980013,0.888162360411159
"1133_at",1.87031304623909,1.74686691329439,1.51260441155853,1.67319997770339,0.450082219442229,0.791284533124734,0.745358292951311,0.729530698504855
"1134_at",0.646759553388245,0.595656153084113,0.576134902409157,0.625486211042718,0.169354908403186,0.187318305260771,0.121144786143126,0.15558129120126
"1135_at",3.9586445336316,3.1076200746722,3.16194456778094,3.37886735242296,1.68553874144484,1.47381594661342,1.40763280711954,1.64922735442104
"1136_at",2.70738199096723,2.21501155895908,0.913924067649928,0.851348006895224,0.737026708667244,1.1345498695862,0.206062164096065,0.248156113223532
"1137_at",1.22593817504059,1.15589457431105,1.14008900521977,1.14561244371719,0.659592289157965,0.529749835179808,0.429848156861257,0.890153329499208
"1138_at",0.798833146473745,0.685576015666714,0.553516086902999,0.544928916415904,0.358909075262549,0.328995442345229,0.177709837794741,0.229311814409831
"1139_at",0.565399474888524,0.442596073555623,0.364652803991338,0.385475936177819,0.146591280549502,0.15086866582847,0.658051494117256,0.0997123202140141
"113_i_at",1.06192946474598,0.877460417703356,0.541625922431129,0.474011585896475,0.987828059088051,0.967514087095576,0.322512224524997,0.448957682996125
"1140_at",3.04640594632541,3.42560828142495,1.90360479925278,1.97450345063417,1.39363308847083,1.53442563082961,0.321841821232369,0.66251115289963
"1141_at",1.19690805488918,1.32770148259183,1.42132227170942,1.17791177055553,0.931795976420697,0.957795313469109,0.69567329412703,1.11549857228866
"1142_at",1.61214292239895,1.2097636879034,1.36797459831703,1.35348079777327,0.511969121508953,0.90064467915892,0.425546685273523,0.643964830422604
"1143_s_at",0.948786434127381,1.09140260665309,1.46999149743616,1.32783121761687,0.411362208780532,0.368231360042241,0.508142511025936,1.1214609037248
"1144_at",2.79957143259502,2.7891021417474,2.90308072266125,2.7305789255982,1.56702682760603,1.21044684309512,0.917138202564564,1.22910678947309
"1145_g_at",1.93797296516141,2.37605767672788,2.97467506528698,2.31408910328639,0.81069292985606,0.910930887172641,1.49932518785638,1.19164973528169
"1146_at",2.44614403210313,2.1271761773877,2.55328175077305,2.2722219140817,0.82948016134783,1.19600762632811,1.19405918095511,1.62129401354281
"1147_at",1.92130581531492,1.43956555913889,1.15828158399107,1.60919915461654,1.47593478005481,1.2254655082815,0.916954330012051,1.20805557976304
"1148_s_at",1.34083456441524,1.43033681347158,1.67739195383112,1.41602686958199,0.745978930687448,1.47230790196469,1.30191949085204,1.60087361479214
"1149_at",3.09372207553023,2.82874461307678,3.12426869627426,2.4009911041027,1.76715303557536,1.94984476747568,1.75504039388384,1.76469256493995
"114_r_at",2.52901367408933,2.59843628988616,2.82184988828664,2.12590616384512,1.65525882867848,1.66684540304861,1.73562195656434,1.454068068039
"1150_at",0.992646744677932,0.914061261288233,0.824649657679038,0.93208713771419,0.293603407996096,0.934463220894567,0.230397709742405,0.308292070499382
"1151_at",0.510620464832767,0.445598621303307,0.447102455283997,0.415599991013322,0.191399199960587,0.221531829242235,0.149979289879259,0.164877325225721
"1152_i_at",1.67663331144118,1.73254134726203,1.72566643137611,1.11142638511521,1.41074994821434,1.28761318646577,0.980652175124074,0.394778081565098
"1153_f_at",4.27549569762115,3.39061694381343,4.10432391271153,3.86603047412909,1.78157253917643,2.19154442132381,1.63208808407078,2.02213828947966
"1154_at",0.72685629835981,0.699331072162553,0.4110140717488,0.387920607026374,0.271029410257463,0.286605481061139,0.134672388670398,0.139761354664569
"1155_at",1.85757551794151,1.87151733479235,1.96348528154099,1.56455453437625,0.663113912422601,0.713285971799914,0.507891250268225,0.710749220528336
"1156_at",2.24550906410049,2.026861907645,1.98421099335936,1.49005875014648,0.569208179494287,1.19774557937343,1.4578880412334,1.18589628622289
"1157_s_at",2.10271803961791,2.4085524657372,1.94189132999884,1.30838303504535,1.37265060592441,1.98486031107423,0.46479228722544,1.43109734320691
"1158_s_at",0.863519511600119,0.894131219594497,0.771295779613566,0.559800444582508,0.289976849689468,0.42110869327977,0.117570248914149,0.142994872850921
"1159_at",2.66740089218264,2.2680164273907,2.33730283733419,2.14372452605817,1.0591384379532,1.70537959293988,1.70998350900165,1.53959384794373
"115_at",1.54556967730011,1.47110007140086,0.667564869308998,0.544845486987891,0.301329872732866,0.386628769390027,0.322378703081863,0.260489581877848
"1160_at",0.491150196966629,0.42437372770881,0.337352874549958,0.311164035476425,0.177693402836928,0.2037170298441,0.109314234576501,0.128853146588467
"1161_at",0.320191368579826,0.282060253559116,0.240084063813094,0.227053247099687,0.0997313432419628,0.108061713106773,0.0715957204063191,0.079757142923077
"1162_g_at",0.877318482469546,0.959124574406053,0.874906331690173,0.874298526068956,0.306172912276537,0.634927844646247,0.132692046730804,0.311793139172463
"1163_at",0.714887466136069,0.763021811315088,0.617337619893793,0.708104498222142,0.358683343429529,0.326579064450117,0.430816878053916,0.221509891968061
"1164_at",1.11108494312346,0.942513647457615,1.17121308530319,0.902495106441147,0.453849613235362,0.483098660670744,0.868615936053215,0.428843913361188
"1165_at",2.76127306486548,3.12386258588735,3.31003572579842,2.43736402006896,0.630478369631776,1.76398798315855,1.68832009753691,1.55475414273831
"1166_at",0.420468408310041,0.388831484657818,0.332465500818474,0.325388609578229,0.161670250957797,0.175740308590125,0.101477020523563,0.126352614707794
"1167_s_at",2.44073052886004,1.83777815346977,2.16580844130994,2.30483190992804,0.922043918254773,0.641286309902856,0.772111289271695,0.586237960919893
"1168_at",1.97972516471718,1.33638367931493,1.53072524335799,0.954717382761702,0.413554405292836,1.03147921394681,0.455743798528398,0.671989923491622
"1169_at",2.03468289676378,1.97159797240128,2.39867233774297,1.23840717457765,1.4978508932209,0.941715527167546,1.22076370973834,0.695278474626182
"116_at",0.804110658608196,0.571224308744247,0.568962490133735,0.537406426881452,0.372883462607304,0.508050092130639,0.592371358894959,0.331998824262625
"1170_at",1.39311128881221,1.42822232806265,1.4561451618945,1.02023619503427,0.470765895669166,0.503400047596122,0.36785401752588,0.275574145483462
"1171_s_at",2.09733487022351,1.94364051923103,2.21581175811556,1.70691732440872,0.730066132863415,1.02027062135138,0.371162452052808,0.68675689407405
"1172_at",3.9646375967703,3.31330288155035,4.31786702156918,3.83314299163975,2.08496079191558,2.00458381498354,2.68407378155073,2.2878289661522
"1173_g_at",0.730034959135982,0.577513660574162,0.672995425896702,0.671056420857698,0.105778698962106,0.128570924740166,0.142208012583679,0.199707592795195
"1174_at",2.69458740316012,2.43490312231337,2.6239784115869,1.81294432923883,1.70598967794056,1.41584407288266,1.12491656419166,1.84815452526458
"1175_s_at",1.37107755344097,1.61026518843771,1.33149813455819,1.28466858148166,0.582796406373517,0.551102101090154,0.627694255326052,0.556494524633191
"1176_at",1.6493018666508,1.44935021391341,1.10800426949963,1.15007779741563,0.530885689397635,0.776138417776832,0.519727314268939,0.620681845929785
"1177_at",0.783115937394597,0.675458520330995,0.912259346587512,0.91734172407197,0.241570164377436,0.259730364321088,0.246152555096436,0.307400607582919
"1178_at",2.50471195801415,2.34307746758784,0.699702405543917,0.571241552898212,1.81587111259039,1.78766421310884,0.292696371766445,0.412512198654787
